candidate_id,title,year,publication_date_from_url,publisher,url,retrieved_text_words,retrieved_text_sha256,evidence_class,event_terms,social_terms,corporate_terms,decision_status,final_decision,reason_code,decision_note,decision_provenance
DISC-MEDIA-0125,Another Week Another Murder In Marikana,2013,2013-08-13,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-13-another-week-another-murder-in-marikana/,512,5023a43df81d6354503c3a1047e06cb9d17d2860955937893d852b5d78786e42,strong_case_context_supported,worker_miner;police;shooting_death;union;protest_unrest,community,exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0126,Marikana Prepares To Honour The Fallen,2013,2013-08-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-14-marikana-prepares-to-honour-the-fallen/,1058,372ccf8c57ad7c0f6cce18776b04d470428fab8cb3ff9f382084790a829f4970,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,housing;justice_accountability;commission_inquiry,share_price,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0127,Images Of Marikana August 16 2013,2013,2013-08-16,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-16-images-of-marikana-august-16-2013/,424,3ae894ca4b995addcfd94748fb82bc97b48b939411282c651be158af1e1663d4,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,justice_accountability;commission_inquiry,earnings_results;funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0128,Marikana The Lives Of Others,2013,2013-08-16,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-16-marikana-the-lives-of-others/,1170,a493fbdc4ced0353c508d7939c8ef30cf17b5d6aff6aa3e6bfdc7da9c3029b5d,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;koppie,community,production_output;funding_debt;transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0129,Marikana To Anc We Dont Want You Anyway,2013,2013-08-16,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-16-marikana-to-anc-we-dont-want-you-anyway/,826,7347729eff71745f0566345a8c999f646e92ede191eab063580fed4f21aff184,strong_case_context_supported,worker_miner;police;shooting_death;union;koppie,,share_price,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0130,Marikana Healing Sans Government The Anc Or Num,2013,2013-08-19,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-19-marikana-healing-sans-government-the-anc-or-num/,1073,32676e75bb73541cd6a068442d438db9f5f06651567c3ded740df496e6ca3ab1,strong_case_context_supported,strike;worker_miner;police;shooting_death;union;protest_unrest,community;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0131,When Theatre Met The Marikana Massacre,2013,2013-08-21,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-21-when-theatre-met-the-marikana-massacre/,978,1b985c2afc4ca49e07f9fadf0f8504833e8c5be20fd7078c9b6eaec88bd662fe,strong_case_context_supported,strike;worker_miner;police;shooting_death;koppie,community,share_price;exploration_project;commodity_market,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0132,Citizens4Marikana Crowdfunding For Miners Legal Fees,2013,2013-08-28,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-28-citizens4marikana-crowdfunding-for-miners-legal-fees/,1525,ee3bea1564a299f174f65178246823af320605cfaca34f343b210b1ee623b4ed,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union,housing;justice_accountability;commission_inquiry,funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0133,Marikana Injured Step Up Their Fight For Legal Help And Ultimately Farlam Commissions Relevance,2013,2013-09-06,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-06-marikana-injured-step-up-their-fight-for-legal-help-and-ultimately-farlam-commissions-relevance/,953,9c4b81224d0f91d58f2924e3da4a3a82ad295beaf57ed606982c52be79555a24,strong_case_context_supported,worker_miner;police;shooting_death;wage;union,justice_accountability;commission_inquiry,funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0134,Cyril Remember Marikana,2013,2013-09-11,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-11-cyril-remember-marikana/,785,0bb80610354af460550f154a67ecf9f6d809ab426321bad6a1f4abb7bd301c21,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union,community;commission_inquiry,funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0135,Marikana Police Lied Faked Farlam Commission Evidence,2013,2013-09-20,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-20-marikana-police-lied-faked-farlam-commission-evidence/,698,e3291ac0efaa70bbf14b7c6ebed6639479b533a587273ceb9e8606fa45a9a8c4,strong_case_context_supported,strike;worker_miner;police;shooting_death,commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0136,Marikana Malemas 2014 Battle Begins,2013,2013-10-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-14-marikana-malemas-2014-battle-begins/,822,e5cda4cd12c54981ec7205df709af47b5768cb083ec66f1a4cf5e7b55708d75c,strong_case_context_supported,worker_miner;police;shooting_death;wage;protest_unrest;koppie,community;justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0137,Marikana Commission Chronicle Of Death Foretold And Planned For By Saps,2013,2013-10-15,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-15-marikana-commission-chronicle-of-death-foretold-and-planned-for-by-saps/,872,9ab852d6e35e054744d276ab2d848bc2d2c9871637651f3317367afc2722dcac,strong_case_context_supported,strike;worker_miner;police;shooting_death;union;koppie,commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0138,The State Vs The People Vs The Police Finally Court Victory For Marikana Survivors,2013,2013-10-15,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-15-the-state-vs-the-people-vs-the-police-finally-court-victory-for-marikana-survivors/,1718,a2b87073ea200f4340a3aaceb81b1feb64fab87e42b2e1dd0969f1e5b6cce3f6,strong_case_context_supported,worker_miner;police;shooting_death;union,community;justice_accountability;commission_inquiry,funding_debt;transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0139,Marikana Massacre 55 Seconds Later Cease Fire What Cease Fire,2013,2013-11-06,Daily Maverick,https://www.dailymaverick.co.za/article/2013-11-06-marikana-massacre-55-seconds-later-cease-fire-what-cease-fire/,1166,302428d3127e2f0d69bd4b9ca0e61bf214084e6465c457f162214d701c51df1f,strong_case_context_supported,worker_miner;police;shooting_death;wage;protest_unrest;koppie,justice_accountability;commission_inquiry,funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0140,Seris Fight For Justice And Reconciliation From The Trc To Farlam,2013,2013-11-28,Daily Maverick,https://www.dailymaverick.co.za/article/2013-11-28-seris-fight-for-justice-and-reconciliation-from-the-trc-to-farlam/,1387,a1e8da294f85a51b51de2886e68312cde75e5d39702a091069513671d868cf4c,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;protest_unrest,community;justice_accountability;commission_inquiry,earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0141,Marikana Settlement Cape Town A Demolition Battle With No Solution In Sight,2014,2014-01-16,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-16-marikana-settlement-cape-town-a-demolition-battle-with-no-solution-in-sight/,720,33ea0f319e2d8616b0475236096ebf5c83e81f6cca3b98dc71679372407139ac,strong_case_context_supported,worker_miner,housing,funding_debt,final_batch_05,exclude,exclude_other_place_named_marikana,"Excluded after source-specific review: this concerns a different place named Marikana (notably the Philippi East/Cape Town informal settlement), not the North West Lonmin/Marikana case.",review_batch_05_explicit_residual_2026-08-23
DISC-MEDIA-0142,Amcu At Marikana Malibelinye Linye Asiye In One Voice We Are Not Going,2014,2014-01-24,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-24-amcu-at-marikana-malibelinye-linye-asiye-in-one-voice-we-are-not-going/,350,19e50ccf4b412c0af9ca89faebbf0db8f6fb1449c0b39e61a36d4f11313b7cdf,strong_case_context_supported,strike;worker_miner;wage;union;protest_unrest,,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0143,Higher Stocks Give Lonmin Breathing Space During Strike,2014,2014-02-05,Daily Maverick,https://www.dailymaverick.co.za/article/2014-02-05-higher-stocks-give-lonmin-breathing-space-during-strike/,633,03dc2dd4580f14665ed9b9a6debae9880227b6ab39ff241d28a36ff64dad5069,strong_case_context_supported,strike;worker_miner;shooting_death;wage;union;protest_unrest,,production_output;transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0144,Marikana Commission The Long Game Reveals Itself,2014,2014-02-25,Daily Maverick,https://www.dailymaverick.co.za/article/2014-02-25-marikana-commission-the-long-game-reveals-itself/,1480,34338f2ddb3e0b41cd28b404f5d6d027889b0c6b338ddf951befd4feac09f770,strong_case_context_supported,strike;worker_miner;police;shooting_death;protest_unrest;koppie,commission_inquiry,earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0145,Marikana Commission A Cop Who Stands For Truth And Accountability,2014,2014-03-27,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-27-marikana-commission-a-cop-who-stands-for-truth-and-accountability/,1781,693dd9bbead752a9bb9a5f06b648c521d45957ebb9ae302499660d3e781bfe3f,strong_case_context_supported,strike;worker_miner;police;shooting_death;union;protest_unrest;koppie,housing;justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0146,Marikana Commission Phase Two The Big Picture,2014,2014-03-31,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-31-marikana-commission-phase-two-the-big-picture/,961,eaa5cdc5d12138908340d973c135e094ce0b4f7a6e76dd8783e4fac58d871f17,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;commission_inquiry,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0147,Marikana Commission Phase Two Migrancy,2014,2014-04-10,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-10-marikana-commission-phase-two-migrancy/,1044,d79a28efb7db3b3dc29478d363e7c374a560133de0e8b59c140f18d8043cc61c,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;commission_inquiry,share_price;earnings_results;transaction;exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0148,Will Marikanas Mr X Be A Game Changer,2014,2014-04-15,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-15-will-marikanas-mr-x-be-a-game-changer/,2369,a6d1a448c7d9ee053bcf3afd775513a0e4a22b93f83b815bf200c79c78c0fe85,strong_case_context_supported,strike;worker_miner;police;shooting_death;union;protest_unrest,community;justice_accountability;commission_inquiry,share_price,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0149,A Luta Continua Amcu Decides In Zuma Free Marikana,2014,2014-04-30,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-30-a-luta-continua-amcu-decides-in-zuma-free-marikana/,1017,a17d34bfaaf47f824eb5a308182d08a7ade93324f742fa947e79c02e2b1ab221,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,community,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0150,Khayelitsha May Day Rally Silence On Zuma Nkandla And Marikana Not So On Enemies Of The Revolution,2014,2014-05-02,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-02-khayelitsha-may-day-rally-silence-on-zuma-nkandla-and-marikana-not-so-on-enemies-of-the-revolution/,1593,8958ace61c2f16524219beba46cadee4d31ae52d5cf904b804283aca98e37d0c,strong_case_context_supported,worker_miner;police;shooting_death;union,,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0151,Elections In Marikana The Mining Belt Makes Its Mark In Pictures,2014,2014-05-07,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-07-elections-in-marikana-the-mining-belt-makes-its-mark-in-pictures/,122,24f0b9f71b0c108635d91bb84ad46eeb9e4a88d43dcd8425c9c65533191587a2,ambiguous_low_signal,,,,final_batch_06,include,include_case_central,"Included after explicit source-specific Batch-06 review: substantive focus is Marikana aftermath, accountability, reparation, governance or political effect rather than incidental place-name use.",review_batch_06_explicit_source_checked_2026-08-23
DISC-MEDIA-0152,Marikana Commission Man And His Truth A Story Of The Policemen Who Was Not Afraid,2014,2014-05-15,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-15-marikana-commission-man-and-his-truth-a-story-of-the-policemen-who-was-not-afraid/,3660,dae8d1517500879e8b092418bd714ab21bc5121428997e959726247768323e92,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;protest_unrest;koppie,community;justice_accountability;commission_inquiry,share_price;earnings_results,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0153,Platinum Strikes The Marikana Standoff Continues,2014,2014-05-15,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-15-platinum-strikes-the-marikana-standoff-continues/,1164,809069439d7132a418e75837ecdbc3cd351c1dff6080a4ecd13ad60bc3fab93a,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,community,share_price,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0154,Marikana Commission All For Nought,2014,2014-05-19,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-19-marikana-commission-all-for-nought/,753,38a0e6d7350fec8c9cbcd9aecc3b866b474a485ed0b1eeef79a26e8fde025f03,strong_case_context_supported,strike;worker_miner;police;shooting_death;protest_unrest;koppie,commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0155,A Roadshow Like No Other Striking Marikana Miners Looking To Win Hearts And Minds,2014,2014-05-26,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-26-a-roadshow-like-no-other-striking-marikana-miners-looking-to-win-hearts-and-minds/,1264,ece16f57f253a86469e322fbe3ba6d1ddadc8e6fa0513984f28a96d11023a6e4,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union,housing;community,share_price;funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0156,Marikana Commission When Warning Shots Kill And Wound,2014,2014-06-17,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-17-marikana-commission-when-warning-shots-kill-and-wound/,3081,8930fc0d5e9beae79db687d6f637f77ee193db0f1916b610385b26f804ba3e91,strong_case_context_supported,strike;worker_miner;police;shooting_death;protest_unrest;koppie,commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0157,Marikana Commission Mr X Mr White,2014,2014-06-26,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-26-marikana-commission-mr-x-mr-white/,1373,ad36361cb9edf2f6f3bb18037db93225f26af131d249753abcad84c4ddd5a77f,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0158,Marikana Commission Mr Xs Testimony Collapses Under Cross Examination,2014,2014-07-04,Daily Maverick,https://www.dailymaverick.co.za/article/2014-07-04-marikana-commission-mr-xs-testimony-collapses-under-cross-examination/,1489,8571d55889a79fe9ea299747b4c358d5704daa3a143576fdd24b714bbc042ba7,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0159,Daily Vox The Forgotten People Of Marikana,2014,2014-07-10,Daily Maverick,https://www.dailymaverick.co.za/article/2014-07-10-daily-vox-the-forgotten-people-of-marikana/,542,f5b53a85f0c2475802159e29f4d35a5ebebb685540b13c5a5885161ac5152b85,strong_case_context_supported,strike;worker_miner,housing;community,transaction;exploration_project,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0160,Marikana Commission Mthethwa Chooses Middle Road,2014,2014-07-15,Daily Maverick,https://www.dailymaverick.co.za/article/2014-07-15-marikana-commission-mthethwa-chooses-middle-road/,1374,1500596334d85adca7f3f4aa6e9d2a39995394f5fadad8613ac4ec5633ca5a4a,strong_case_context_supported,worker_miner;police;shooting_death;union;protest_unrest;koppie,justice_accountability;commission_inquiry,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0161,The Buffalo Prince And The Marikana Commission,2014,2014-08-11,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-11-the-buffalo-prince-and-the-marikana-commission/,1816,7c09bfb821bf9547f8fe1b045d18a3238ebb9e32cd1ee107295d14057031c303,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,housing;commission_inquiry,earnings_results;transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0162,Marikana Commission Families Speak,2014,2014-08-14,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-14-marikana-commission-families-speak/,989,d54048b98058340c700b40a116c4610325c354686a7204d82b1e041ed00a6956,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;koppie,housing;justice_accountability;commission_inquiry,earnings_results;transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0163,Marikana Two Years On Cape Towns Protest Artists Remember The Dead,2014,2014-08-15,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-15-marikana-two-years-on-cape-towns-protest-artists-remember-the-dead/,1115,2e76a4fd36136eab9f8224c16897c731b8e5b85449628f73151af0dfa24b04d3,strong_case_context_supported,worker_miner;police;shooting_death;wage;protest_unrest,commission_inquiry,transaction,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0164,Editorial Never Forget Marikana,2014,2014-08-17,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-17-editorial-never-forget-marikana/,1642,93bbf3f169e859c64e60cdd4359607c49de3e9d4ca5ceaf229c6324783405914,strong_case_context_supported,strike;worker_miner;police;shooting_death;union;protest_unrest;koppie,community;justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0165,Marikana Where Art Thou,2014,2014-08-19,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-19-marikana-where-art-thou/,1148,bf0443fddaaa0c44b92aed2b22f19591cb4f50211ee03ce7a597feb204360f40,strong_case_context_supported,strike;worker_miner;police;shooting_death;union;protest_unrest;koppie,housing,funding_debt,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
DISC-MEDIA-0166,Marikana Commission Minister Shabangu Cant Act,2014,2014-08-26,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-26-marikana-commission-minister-shabangu-cant-act/,1195,a9d175489997146b25429537ed86a5a544daef0967ddb3585234adbd7d923637,strong_case_context_supported,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,justice_accountability;commission_inquiry,,final_batch_03,include,include_case_central,"Included by conservative whole-queue review: a Marikana/Farlam/Wonderkop/Nkaneng/Bapo signal is reinforced by a case-process title, strong labour/event context, multiple social/governance dimensions, or a highly specific case term.",review_batch_03_conservative_whole_queue_2026-08-23
