candidate_id,title,year,publication_date_from_url,publisher,url,prescreen_bucket,triage_status,acquisition_status,text_words,text_sha256,lonmin_mentions,case_terms,case_mentions_total,event_terms,event_mentions_total,event_distinct_terms,social_terms,social_mentions_total,social_distinct_terms,corporate_terms,corporate_mentions_total,corporate_distinct_terms,early_aug_oct_2012_window,title_has_routine_corporate_signal,title_has_case_process_signal,evidence_class,evidence_note,final_decision,final_reason_code,final_evidence_note
DISC-MEDIA-0086,Marikana Who Shot First,2012,2012-11-30,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-30-marikana-who-shot-first/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1038,983aa0979aee4c3297df7c84879a1137858946c0ccfa2a5757b9b0b998e79d3e,4,marikana,8,strike;worker_miner;police;shooting_death;union;protest_unrest,69,6,housing;commission_inquiry,7,2,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0087,Union Poster Feel It Western Cape Marikana Is Here,2012,2012-11-30,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-30-union-poster-feel-it-western-cape-marikana-is-here/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1327,da886546285c03cfd0377c79645b372a7393f4bd35c7088a484e7c7cd74da730,0,marikana,10,strike;worker_miner;police;union;protest_unrest,23,5,,0,0,production_output,2,1,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0088,Marikana Commission Joseph Mathunjwa Still Stands His Ground,2012,2012-12-04,Daily Maverick,https://www.dailymaverick.co.za/article/2012-12-04-marikana-commission-joseph-mathunjwa-still-stands-his-ground/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,669,b714f5c56e462ebf7cbe11917701edfdd08e50d71f477eb61c4f6eb31318358d,8,marikana,3,strike;worker_miner;police;shooting_death;wage;union;koppie,46,7,commission_inquiry,6,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0089,Marikana Commission Cornered Mathunjwa Let Out By Dumisa Ntsebeza,2012,2012-12-05,Daily Maverick,https://www.dailymaverick.co.za/article/2012-12-05-marikana-commission-cornered-mathunjwa-let-out-by-dumisa-ntsebeza/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,820,234bca0681b02848d737eeb16858f2b8d05fe45658939cee2d320755b1897ed6,4,marikana;wonderkop,4,strike;worker_miner;police;shooting_death;union;protest_unrest,63,6,commission_inquiry,5,1,earnings_results,1,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0090,Zuma Marikana Exposed Organisational Challenges,2012,2012-12-16,Daily Maverick,https://www.dailymaverick.co.za/article/2012-12-16-zuma-marikana-exposed-organisational-challenges/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,380,7c9c1bbe7b642f3fbcf5b53c2e61c8192073b647fb6d43d2bd34770b3a9d7f04,2,marikana,4,strike;worker_miner;shooting_death;wage;union;protest_unrest,29,6,community,1,1,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0091,2013 The Lingering Spectre Of Marikana,2013,2013-01-11,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-11-2013-the-lingering-spectre-of-marikana/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,916,164fc4ee547a573f5a170cf00b7abc969787d63e08a201f276808de9ad1162d9,5,marikana;farlam;bapo,11,strike;worker_miner;police;shooting_death;wage,21,5,community;justice_accountability;commission_inquiry,17,3,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0092,Marikana Commission Num Takes The Stand,2013,2013-01-25,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-25-marikana-commission-num-takes-the-stand/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,858,f3565d2740ad0cf20b22a3730fd9d395fc6814d47ef5527ba2a4a937b8b0080d,14,marikana,6,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,61,7,commission_inquiry,6,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0093,Heartfelt Hard Painful Songs Of Marikana,2013,2013-01-28,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-28-heartfelt-hard-painful-songs-of-marikana/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1002,8a82b5c9f12c0858899c47c7d4768431d0c27d2f5291ac1b73562b3bc1f04a33,3,marikana,11,strike;worker_miner;police;shooting_death;union;protest_unrest;koppie,29,7,community;justice_accountability,3,2,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0094,Truth Lies The Saga Of The Marikana Massacre Continues,2013,2013-01-29,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-29-truth-lies-the-saga-of-the-marikana-massacre-continues/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,2016,12c15a2b0526fac2d895163c038ada0c086af6670a549a7e9a619f88bd1f9807,1,marikana;farlam,6,strike;worker_miner;police;shooting_death;koppie,103,5,justice_accountability;commission_inquiry,13,2,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0095,Marikana Commission Num In A Deep Hole Over The Fight That Started It All,2013,2013-02-01,Daily Maverick,https://www.dailymaverick.co.za/article/2013-02-01-marikana-commission-num-in-a-deep-hole-over-the-fight-that-started-it-all/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1015,e2c6d4dcfbb51550ff95f7afd4dd2c87b4b567c0fa442a2593c99e56eaf0a833,4,marikana;wonderkop,6,strike;worker_miner;police;shooting_death;union;protest_unrest,60,6,commission_inquiry,4,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0096,Black Valentine 2013 Love In The Time Of Marikana Nkandla Anene Booysens,2013,2013-02-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-02-14-black-valentine-2013-love-in-the-time-of-marikana-nkandla-anene-booysens/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1669,8c8a3c5492be8e5514a82d64b2decddf4551a45ab01333fe96e1ad3a9caab19b,0,marikana;farlam,3,strike;worker_miner;police;shooting_death;protest_unrest,12,5,community;justice_accountability;commission_inquiry,6,3,share_price,1,1,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0097,Marikana Aftermath As The Commission Plays On Theres Still No Equality Before The Law,2013,2013-03-04,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-04-marikana-aftermath-as-the-commission-plays-on-theres-still-no-equality-before-the-law/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,2205,074b17cfd2eeb934733ea6b137f68f0b74b36595db380e7d15ebedce21a7908e,0,marikana;farlam;wonderkop,10,strike;worker_miner;police;shooting_death;union;protest_unrest,95,6,community;justice_accountability;commission_inquiry,19,3,share_price,1,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0098,Marikana Commission Why Did Non Employees Join The Strike,2013,2013-03-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-14-marikana-commission-why-did-non-employees-join-the-strike/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,922,9d8c80d0358e8504916dbbeba4955d7951d485eb1f101e75c3091a8fac55aa5d,3,marikana;farlam;wonderkop,6,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,40,8,commission_inquiry,6,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0099,Marikana How Much And When Did Zuma Know,2013,2013-03-18,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-18-marikana-how-much-and-when-did-zuma-know/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1121,5306795322844ddf270a28e58741e2887c7673b6e82e9bba6a96cb7c96078067,4,marikana,11,strike;worker_miner;police;shooting_death;union,44,5,commission_inquiry,10,1,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0100,Farlams Site Visit Brings Community Closer To Commission,2013,2013-03-22,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-22-farlams-site-visit-brings-community-closer-to-commission/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,819,b5b1907cf75bef7b7ac3bfdf362a09cd11eccdd6a6b5939c0f92d9333059750c,2,marikana;farlam,9,strike;worker_miner;police;shooting_death,24,4,community;justice_accountability;commission_inquiry,22,3,exploration_project,1,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0101,Analysis The Future Of South Africas Labour Market Post Marikana,2013,2013-03-25,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-25-analysis-the-future-of-south-africas-labour-market-post-marikana/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1080,bf587e523b9b73e6e0a6ec81b39a09032555fd13c8bd239cabe92f719dd68e00,1,marikana;wonderkop,5,strike;worker_miner;wage;union;protest_unrest,38,5,,0,0,funding_debt;transaction;commodity_market,3,3,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0102,Born In Post Marikana Anger Workers Socialist Party Enters Sa Politics,2013,2013-03-25,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-25-born-in-post-marikana-anger-workers-socialist-party-enters-sa-politics/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1787,131f7f3e7e2cd1246854c28119dd6d20b8b462f34a6000a8f985fb03ba151298,2,marikana;wonderkop,9,strike;worker_miner;shooting_death;wage;union;protest_unrest,40,6,housing;community;commission_inquiry,11,3,earnings_results;commodity_market,2,2,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0103,Marikana Commission Phiyega Continues To Play Dumb,2013,2013-03-27,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-27-marikana-commission-phiyega-continues-to-play-dumb/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,841,6d47e53a36cb92f79db6e34c651351444d270f9206e712131548569681947526,0,marikana;farlam,8,worker_miner;police;shooting_death;union;protest_unrest,25,5,community;commission_inquiry,10,2,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0104,Marikana Commission Why Did Apartheid Lessons Not Inform Police Action On 16 August,2013,2013-03-28,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-28-marikana-commission-why-did-apartheid-lessons-not-inform-police-action-on-16-august/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1035,e00b43061362a4bd23ea6a7333fe2d56982c5de6f4a7e1a0e3cf885b5ab004a7,0,marikana,9,worker_miner;police;shooting_death;protest_unrest,49,4,commission_inquiry,3,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0105,Marikana Commission As Bizos Cross Exam Ends Phiyega Is Still Not Forthcoming,2013,2013-04-03,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-03-marikana-commission-as-bizos-cross-exam-ends-phiyega-is-still-not-forthcoming/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,984,086217a8c80fe573cf255d0ad7cf4265604163a47823d9cd68e329f722c6cd9b,1,marikana;farlam,4,strike;worker_miner;police;shooting_death;union;protest_unrest,39,6,justice_accountability;commission_inquiry,14,2,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0106,Marikana Commission Move To Pretoria Halts As Phiyega Grilling Continues,2013,2013-04-04,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-04-marikana-commission-move-to-pretoria-halts-as-phiyega-grilling-continues/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,883,da2bd0bdda039df3c5f218f19426bf38939632ac81457b20c7017388b4ecd60f,4,marikana;farlam;wonderkop;bapo,13,worker_miner;police;shooting_death;protest_unrest,17,4,community;justice_accountability;commission_inquiry,17,3,earnings_results;funding_debt,2,2,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0107,Marikana Commission Zooms In On Phiyegas Changed Affidavit,2013,2013-04-05,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-05-marikana-commission-zooms-in-on-phiyegas-changed-affidavit/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,861,b76316f09873c684f325a696365f32b4f1eb505d9ed4a9c0a60afd7e478ed0ff,2,marikana,4,worker_miner;police;shooting_death;protest_unrest,17,4,commission_inquiry,5,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0108,In Pictures The Children Of Marikana,2013,2013-04-12,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-12-in-pictures-the-children-of-marikana/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,396,94637360e9ce42fc5d8d3825197e96105a9c3f02c768bfb141e27fcff668182e,2,marikana;wonderkop,8,strike;worker_miner;shooting_death,8,3,community,2,1,earnings_results;transaction;exploration_project,7,3,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0109,Marikana Commission Continues As Does The Grilling Of Riah Phiyega,2013,2013-04-17,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-17-marikana-commission-continues-as-does-the-grilling-of-riah-phiyega/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,831,f4ad6cbb6237eff66e376b53bb5c90615da3bf8f03304759e3cd67facda06826,4,marikana;bapo,3,strike;worker_miner;police;shooting_death;union;protest_unrest,32,6,community;commission_inquiry,12,2,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0110,Marikana Commission Phiyega Not Sure Who Killed The Miners,2013,2013-04-18,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-18-marikana-commission-phiyega-not-sure-who-killed-the-miners/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,812,56a86f7ad9fc0cfec707bb11d351bf135110d893cbe4a4ca0bc467802e95d529,0,marikana;farlam,5,strike;worker_miner;police;shooting_death;protest_unrest,43,5,justice_accountability;commission_inquiry,6,2,earnings_results;transaction,2,2,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0111,Marikana Commission Another I Dont Know Marathon From Riah Phiyega,2013,2013-04-19,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-19-marikana-commission-another-i-dont-know-marathon-from-riah-phiyega/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,937,a3b383fb40d55066309b13b283bc8a316ecf4f51db23b5a1044d553685ec166d,0,marikana;farlam,4,strike;worker_miner;police;shooting_death;union,30,5,commission_inquiry,7,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0112,Police Boss Before Marikana Operation There Will Be Bloodshed,2013,2013-04-30,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-30-police-boss-before-marikana-operation-there-will-be-bloodshed/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1212,b1e14801db9e4daed451897db206b996efceb98e54eaefaa7f68c0cb93d2567b,3,marikana,4,strike;worker_miner;police;shooting_death;union;protest_unrest;koppie,66,7,commission_inquiry,5,1,earnings_results,1,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0113,Marikana Unfreedom Day Land Occupation Ends In Violent Workers Day Eviction,2013,2013-05-02,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-02-marikana-unfreedom-day-land-occupation-ends-in-violent-workers-day-eviction/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1696,156325d137a903cb171b4dd1844e7399c7927f7698a020ddef577027201bc232,0,marikana,8,worker_miner;police;shooting_death;wage;protest_unrest,32,5,housing;community,9,2,share_price,2,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0114,Marikana Commission Annandale In The Hot Seat,2013,2013-05-03,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-03-marikana-commission-annandale-in-the-hot-seat/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,745,98f495f16ab7ed5f96794329d0e09b4fdc72454693ea1384a45c5cd6ec18fc39,0,marikana,2,worker_miner;police;wage;protest_unrest;koppie,35,5,commission_inquiry,5,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0115,Marikana Commission Mpembe Threatened By Cops For Marikana Deaths,2013,2013-05-07,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-07-marikana-commission-mpembe-threatened-by-cops-for-marikana-deaths/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,711,6be880cabbe16b6da98ac12d8c0d2500c9d25f3320e2e412e076081dc0d043bf,2,marikana;wonderkop,8,strike;worker_miner;police;shooting_death;protest_unrest;koppie,42,6,commission_inquiry,6,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0116,Marikana Commission The Death Toll Mounts,2013,2013-05-08,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-08-marikana-commission-the-death-toll-mounts/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,822,0b30bd562128042cda954efc8fef9bae64853a171cf5f3e7f04c86df20f6ff8a,1,marikana;farlam;nkaneng,12,worker_miner;police;shooting_death;union;protest_unrest,27,5,commission_inquiry,8,1,,0,0,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0117,Marikana Fear And Terror At The Unions Battlefield,2013,2013-05-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-14-marikana-fear-and-terror-at-the-unions-battlefield/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,2474,72eb84e60bcdc69f2a36e832f7cee4a793c62e00cea189c2ea1c74f01c7e6222,16,marikana;farlam;wonderkop;nkaneng,17,strike;worker_miner;police;shooting_death;union;protest_unrest;koppie,91,7,housing;commission_inquiry,4,2,transaction,2,1,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0118,Marikana Philippi East The Invisible Protest,2013,2013-05-28,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-28-marikana-philippi-east-the-invisible-protest/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,583,d1d093f16ddc9d4440c2cc8839d760d9166b11e045668b0b2a3a867bd379d4cd,0,marikana,3,police;protest_unrest,7,2,housing,1,1,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0119,Num Amcu Marikana Tis The Season To Be Bloody,2013,2013-06-04,Daily Maverick,https://www.dailymaverick.co.za/article/2013-06-04-num-amcu-marikana-tis-the-season-to-be-bloody/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1785,786cfae03dc136e65453a81104e7adc845bb226eb839a3a10abf83e03a719f29,17,marikana;farlam;wonderkop;nkaneng,11,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,131,7,housing;justice_accountability;commission_inquiry,5,3,share_price;earnings_results;transaction,4,3,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0120,Back To Square One Another Lonmin Strike Looms,2013,2013-06-07,Daily Maverick,https://www.dailymaverick.co.za/article/2013-06-07-back-to-square-one-another-lonmin-strike-looms/,lonmin_only_title_review,priority_manual_review_case_signal,acquired_extracted,1137,194f1209643d98da05f6762e6b14d9f3334039eeebf4422514b8d4814b59879a,25,marikana;wonderkop,8,strike;worker_miner;police;shooting_death;union,89,5,commission_inquiry,1,1,exploration_project,1,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0121,The Other Marikana,2013,2013-06-21,Daily Maverick,https://www.dailymaverick.co.za/article/2013-06-21-the-other-marikana/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,769,0777692ef9df892c4a980e76404db72683cb2f6658eac53b608a984c5ea7b313,0,marikana,4,police;shooting_death,6,2,housing;community,2,2,,0,0,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0122,As Farlam Returns The Truth About The Massacre Remains A Distant Perhaps Impossible Goal,2013,2013-07-12,Daily Maverick,https://www.dailymaverick.co.za/article/2013-07-12-as-farlam-returns-the-truth-about-the-massacre-remains-a-distant-perhaps-impossible-goal/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,2169,31c67ed8a880e341120e060f82f33bd17d299e965427be10663d2fe4624f8d89,3,marikana;farlam,8,strike;worker_miner;police;shooting_death;wage;koppie,36,6,housing;justice_accountability;commission_inquiry,45,3,funding_debt;transaction,11,2,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0123,The Truth Endangered Miners Representatives Withdraw From Farlam Commission,2013,2013-07-18,Daily Maverick,https://www.dailymaverick.co.za/article/2013-07-18-the-truth-endangered-miners-representatives-withdraw-from-farlam-commission/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,997,7b9348cba07ceb70efe4f49e891c9078a747b03636f0236b9930bce1d05e108a,1,marikana;farlam,7,strike;worker_miner;police;shooting_death;union,17,5,justice_accountability;commission_inquiry,20,2,funding_debt,2,1,false,false,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0124,The Issue Of Marikana Commission Funding Could Go To Constitutional Court,2013,2013-07-19,Daily Maverick,https://www.dailymaverick.co.za/article/2013-07-19-the-issue-of-marikana-commission-funding-could-go-to-constitutional-court/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,490,fc56f447cba2c5a9169421eb32b173f9110da32d90067871c84de5ae408cd031,0,marikana;farlam,4,strike;worker_miner;police;shooting_death;wage;protest_unrest,14,6,justice_accountability;commission_inquiry,13,2,,0,0,false,true,true,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0125,Another Week Another Murder In Marikana,2013,2013-08-13,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-13-another-week-another-murder-in-marikana/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,512,5023a43df81d6354503c3a1047e06cb9d17d2860955937893d852b5d78786e42,3,marikana;wonderkop,9,worker_miner;police;shooting_death;union;protest_unrest,38,5,community,2,1,exploration_project,1,1,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
DISC-MEDIA-0126,Marikana Prepares To Honour The Fallen,2013,2013-08-14,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-14-marikana-prepares-to-honour-the-fallen/,explicit_case_title_review,priority_manual_review_case_signal,acquired_extracted,1058,372ccf8c57ad7c0f6cce18776b04d470428fab8cb3ff9f382084790a829f4970,3,marikana,9,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,66,8,housing;justice_accountability;commission_inquiry,5,3,share_price,1,1,false,false,false,strong_case_context_supported,"A Marikana/Farlam/Wonderkop/Nkaneng/Bapo term is supported by event, labour, justice, community or governance context; the case term is not being treated as sufficient on its own.",,,
